Date,Time,CCNumber,Amount,CCType,CCExpires,CVV2,GivenName,MiddleInitial,Surname,ZipCode,TelephoneNumber,MerchantID,TransactionID
1/4/2015,14:27:57,5258101742927000,405,MasterCard,19-Sep,28,Jerry,S,Sullivan,14456,315-719-9636,BestBuyOnline,47090088019
1/4/2015,14:27:57,4929564799520010,762,Visa,16-May,610,Ethelyn,J,McNally,21201,410-779-4782,AMZN_F01,47064173337
1/8/2015,22:46:40,5450257477315930,346,MasterCard,16-Jun,186,Jovianne,S,Jasso,87025,505-829-6252,BestBuyOnline,1.07711E+11
1/4/2015,14:43:37,4539454190775470,767,Visa,20-May,990,Lautaro,G,Lozano,60004,224-627-5964,HouseMart_1115,47097049950
1/4/2015,14:48:11,5571368704849090,412,MasterCard,20-Apr,25,Annett,T,Busch,62675,217-632-1950,Goodwill,47106228867
1/4/2015,14:50:41,5277867493065600,324,MasterCard,20-Mar,918,Tarcila,P,Árias,40507,859-302-3546,PAYPAL-R15,47174400795
1/4/2015,15:00:49,4916091766397330,175,Visa,16-Dec,922,Ebo,F,Ocasio,2401,774-250-7474,HouseMart_1115,47225838771
1/6/2015,20:52:17,5365259463530070,349,MasterCard,18-Aug,664,Bertrán,C,Ortega,36693,251-660-3122,ClownCarSvcs,76555066182
1/4/2015,15:05:41,5290249369817060,88,MasterCard,16-Feb,557,Trinity,A,Sierra,72210,501-733-7892,VerizonWireless.com,47365160917
1/4/2015,15:06:29,5269826837456690,235,MasterCard,19-Jun,442,Paula,R,Sanders,38683,662-223-8333,AMZN_A123,47370625131
1/4/2015,15:08:25,5499176182278110,809,MasterCard,16-Jun,313,Ananías,Q,Armijo,32801,407-254-4165,PAYPAL-R15,47454139142
1/4/2015,15:17:15,4716765014850550,500,Visa,20-May,637,Kristian,L,Gärtner,90503,310-316-7844,247exchange.com,47471755985
1/4/2015,15:28:39,5564933197958580,409,MasterCard,16-Jul,988,Gundelinda,T,Haro,80111,303-265-8392,Goodwill,47495515829
1/7/2015,07:58:56,5424808701028440,351,MasterCard,18-Aug,81,Crimilda,T,Ortega,47710,812-401-9240,CountryInnSuites0123,80808403261
1/5/2015,16:39:53,5302093855039370,352,MasterCard,18-Jul,728,Ursula,E,Kuester,39531,228-239-0570,HarriotsHotel,62761269413
1/4/2015,15:45:21,5287913493590770,194,MasterCard,16-Aug,75,Gilda,Z,Padilla,44308,330-996-1684,PAYPAL-R15,47563141578
1/4/2015,15:48:53,4916264214411900,473,Visa,17-Nov,986,Peter,M,Hoch,53802,608-794-0721,HouseMart_2191,47641887638
1/4/2015,15:52:12,5451703233315010,690,MasterCard,16-Jan,717,Frank,V,Simms,77027,832-637-9270,HouseMart_1115,47702231072
1/4/2015,15:54:59,4485548845423560,35,Visa,17-Jul,415,Robert,Y,Braun,60457,630-567-4388,WalmartValpo,47720796237
1/4/2015,15:55:00,4916162059886980,14,Visa,17-Mar,489,Lea,B,Cazares,29201,803-978-6052,PAYPAL-R15,47731111395
1/4/2015,15:55:01,4716693612365740,20,Visa,19-Dec,64,Jesabel,A,Toledo,30501,770-561-6990,PAYPAL-R15,47734443095
1/4/2015,15:55:02,4485354795478850,29,Visa,16-Jun,515,Robert,L,Dawson,33025,786-543-4320,PAYPAL-R15,47745914651
1/4/2015,15:55:03,4916602855760980,28,Visa,16-Jan,10,Juliane,S,Wolf,63043,314-504-7296,PAYPAL-R15,47811866791
1/4/2015,15:55:04,4916100537649190,52,Visa,16-May,334,Gilberto,J,Simon,36040,334-371-2171,PAYPAL-R15,47856168976
1/4/2015,15:55:31,4539216433400760,906,Visa,20-Jan,54,Sophie,S,Fassbinder,37201,615-238-3176,BOFAATM_SE1441,47925905564
1/4/2015,15:58:50,4716424978860800,121,Visa,20-Oct,394,James,J,Griffin,78229,210-592-7294,PAYPAL-R15,47973243809
1/4/2015,16:02:09,5457011447754350,207,MasterCard,18-Dec,742,Baal,L,Cabrera,5446,802-353-3669,HouseMart_1115,48029889596
1/4/2015,16:05:28,4485175410282310,798,Visa,19-May,562,Christian,S,Faber,90242,562-401-1601,HouseMart_2000,48138841244
1/4/2015,16:05:28,5253662790746880,849,MasterCard,19-Feb,960,Dominique,E,Villareal,2141,339-309-2729,M&MCarRepair,48171733235
1/3/2015,13:17:23,5225041896606110,354,MasterCard,18-Dec,194,Yara,E,Valverde,42101,270-303-3669,BestBuyOnline,29617574937
1/4/2015,16:08:47,5345398449235800,508,MasterCard,18-Feb,405,George,H,Craig,45202,859-429-9743,HouseMart_2191,48280782164
1/4/2015,16:12:06,5151229374618260,807,MasterCard,20-Jan,879,Iren,C,Chavarría,1803,978-407-0963,Menards016,48312492134
1/4/2015,16:15:25,5501528336254440,440,MasterCard,19-Feb,264,David,C,Gersten,80537,970-624-8711,PAYPAL-R15,48315848685
1/4/2015,16:18:44,5419847174683980,181,MasterCard,16-Dec,226,Jackie,E,Briseño,30097,404-895-2419,HouseMart_1115,48317878485
1/4/2015,16:22:03,5451371268083710,583,MasterCard,19-Dec,56,Saulo,C,Mata,30071,770-701-2060,HouseMart_1115,48378536653
1/4/2015,16:25:22,4485919650685240,655,Visa,17-Oct,771,Anna,B,Kuhn,71101,318-235-9734,ALDI_0014,48399237773
1/4/2015,16:28:41,4485070355223310,633,Visa,19-Feb,119,Sophie,Y,Pina,2115,617-351-1253,HouseMart_2191,48404357952
1/4/2015,16:30:41,5260380371222180,544,MasterCard,16-Jun,871,Brandon,T,Abreu,43084,937-826-0199,BestBuyOnline,48407921218
1/4/2015,16:32:00,4539693925468130,871,Visa,16-Nov,267,Stuart,H,Morgenstern,70506,337-849-4431,Town&Coun,48456573260
1/4/2015,16:35:19,4716597443597790,184,Visa,18-Dec,541,Alicia,B,Schweiger,66043,913-727-1747,HouseMart_2191,48510142011
1/4/2015,16:38:38,5398692179839720,710,MasterCard,19-Oct,105,Lesmes,G,Dávila,43215,614-582-2375,ALDI_012A,48573407721
1/4/2015,16:41:57,4485942275196710,717,Visa,16-Oct,570,Mark,A,Mitchell,31064,706-468-9440,ALDI_0014,48580002588
1/4/2015,16:45:16,5338363035331020,200,MasterCard,16-Jan,82,Michael,K,Quesada,55369,320-331-0318,HouseMart_2191,48598376715
1/4/2015,16:48:35,5448123840934110,854,MasterCard,18-Jul,288,Micky,T,Henríquez,97454,541-933-1369,HouseMart_1115,48612095689
1/4/2015,16:51:54,5258101742927000,405,MasterCard,19-Sep,28,Jerry,S,Sullivan,14456,315-719-9636,WalmartValpo,48630698795
1/4/2015,16:55:13,5571319821138420,675,MasterCard,17-Apr,599,Helen,R,Shropshire,28202,704-498-0294,Goodwill,48648707920
1/4/2015,16:55:13,5250107512995650,588,MasterCard,20-Aug,938,Lucas,C,Busch,1109,413-437-9070,AMZN_A123,48714591674
1/4/2015,16:58:32,4539037340956640,276,Visa,16-Feb,577,Josemaría,M,Ballesteros,94612,831-282-5031,BOFAATM_NW2301,48727573928
1/4/2015,17:01:51,4916252145097360,572,Visa,18-May,639,Anne,U,Oster,53718,608-228-5393,HouseMart_2191,48740341694
1/4/2015,17:05:10,5277581292296270,861,MasterCard,18-Aug,301,Ann,L,Law,72641,870-446-7080,WalmartMerrill,48746557363
1/4/2015,17:08:29,4485430025025460,643,Visa,17-Oct,435,Clorindo,C,Grijalva,39213,601-951-3292,HouseMart_2191,48749678084
1/4/2015,17:11:48,4485253821908310,457,Visa,19-Jan,451,Leon,A,Fuchs,90017,909-708-4962,HouseMart_2191,48750858180
1/3/2015,17:09:05,5206086332964020,364,MasterCard,16-Jan,723,Dieter,S,Wurfel,92614,949-930-5690,CountryInnSuites0123,33391129988
1/4/2015,17:15:07,5573167135285630,342,MasterCard,17-Mar,404,Brian,D,Frye,89408,775-575-2471,Goodwill,48802198400
1/8/2015,21:35:35,5487819443959150,366,MasterCard,20-Nov,295,Kirsten,M,Kelley,91601,818-777-0376,ClownCarSvcs,1.06515E+11
1/4/2015,17:18:26,4532270281967660,91,Visa,19-Dec,37,Dylan,I,Gant,7728,732-733-2446,HouseMart_2191,48947071559
1/4/2015,17:21:45,5386234287302830,952,MasterCard,18-Feb,554,Emiliana,O,Robledo,70757,225-625-5146,ALDI_0014,49025303905
1/4/2015,17:25:04,4485585263602810,535,Visa,17-Nov,745,Ines,S,Schmitt,78550,956-365-1141,HouseMart_2191,49043141586
1/4/2015,17:28:23,4929507987206030,834,Visa,20-Sep,980,Robert,M,Spencer,30091,770-815-4066,WalmartMerrill,49070608168
1/4/2015,17:31:42,4716489959301200,737,Visa,17-Jun,469,Mario,C,Dietrich,94104,510-879-1216,PAYPAL-R15,49129237637
1/4/2015,17:35:01,5208053120341860,981,MasterCard,19-Sep,810,Isberga,J,Márquez,16601,814-296-6669,WalmartValpo,49150100985
1/4/2015,17:38:20,5314587390977490,264,MasterCard,17-Jul,822,Semira,V,Lovato,14092,716-754-9657,HouseMart_2191,49185420729
1/4/2015,17:41:39,5477913241557650,500,MasterCard,18-Mar,803,Philipp,J,Beich,32207,904-399-6906,BOFAATM_SE1441,49240871147
1/4/2015,17:44:58,4556033721961700,475,Visa,19-Oct,904,Yvonne,G,Maloney,39201,601-790-1305,WalmartValpo,49249223416
1/4/2015,17:48:17,4916380946345140,478,Visa,19-Oct,711,Kerstin,M,Scholz,82601,307-207-8596,HouseMart_2191,49253849175
1/4/2015,17:51:36,5465881502605070,501,MasterCard,20-Apr,966,Jens,S,Sankt,76102,817-406-0799,BOFAATM_NW2301,49255348070
1/4/2015,17:54:55,4539445737516820,206,Visa,17-Jul,986,Debbie,J,Molina,78040,956-418-1976,HouseMart_2191,49299581408
1/4/2015,17:56:22,4539326766399750,500,Visa,20-Mar,892,Doyel,B,Torres,78741,512-963-7455,BOFAATM_SE1441,49312630944
1/4/2015,17:56:23,4716522657412070,500,Visa,17-Mar,387,Azariel,O,Tello,94143,415-505-0466,BOFAATM_NW2301,49316765867
1/4/2015,17:56:24,4485325358281760,500,Visa,18-Jun,930,Alfred,B,York,14718,716-595-5931,BOFAATM_SE1441,49318515724
1/4/2015,17:56:24,5279527606518260,109,MasterCard,16-Jan,459,Tim,M,Gottschalk,8102,856-956-4998,VerizonWireless.com,49356173361
1/4/2015,17:56:24,5279565150431550,1417,MasterCard,20-Mar,756,Verdie,T,Conley,15601,724-420-7304,PorterHospital,49363700879
1/4/2015,17:58:14,5544416212013670,990,MasterCard,18-Sep,405,Thina,G,Franco,2141,617-633-0029,WalmartValpo,49378834299
1/4/2015,18:01:33,4485775718717650,742,Visa,19-Jan,236,Daisy,F,Hurtado,95482,707-485-7507,AMZN_A123,49401697803
1/4/2015,18:04:52,4929491399822250,471,Visa,17-Sep,976,Andreas,A,Jaeger,94010,650-344-1211,WalmartMerrill,49459043091
1/4/2015,18:08:11,4556051256053060,911,Visa,16-Dec,728,Jacqueline,R,McCauley,91801,626-289-1307,WalmartValpo,49481465241
1/4/2015,18:10:41,5258119760119590,321,MasterCard,17-Jul,748,Lonnie,L,Zimmerman,11717,631-357-0281,PAYPAL-R15,49543561390
1/3/2015,00:12:45,5207976146625720,367,MasterCard,17-Jul,715,Marc,J,Omalley,29072,803-808-7689,BestBuyOnline,20526693519
1/4/2015,18:11:30,4485529846548290,615,Visa,17-Nov,247,Marcel,M,Koenig,32733,407-681-6396,HouseMart_2191,49602781216
1/4/2015,18:14:49,4916378361715120,983,Visa,16-Mar,445,Sandra,P,Garcia,82939,307-378-6964,HouseMart_2191,49640882865
1/4/2015,18:17:29,5276962313198060,519,MasterCard,19-Sep,612,Giobbe,A,Ramos,90017,818-287-0971,M&MCarRepair,49662646907
1/8/2015,21:01:24,5448792470504370,368,MasterCard,16-Mar,546,Lisa,J,Acevedo,32809,321-842-7928,bitsource.com,1.05645E+11
1/4/2015,18:18:08,4716135063028220,721,Visa,19-Mar,468,Brian,A,Rico,75247,469-575-5250,HouseMart_0037,49662901369
1/4/2015,18:21:27,5240050753388470,239,MasterCard,18-Aug,637,Bernabeu,I,Briones,91801,323-444-9470,WalmartValpo,49758773767
1/4/2015,18:24:46,5383212265209890,631,MasterCard,16-Mar,944,Marko,M,Beckenbauer,33176,305-393-0254,ALDI_0014,49804462044
1/4/2015,18:28:05,5561619985777290,493,MasterCard,17-Jan,29,Marco,J,Nussbaum,11530,646-509-0782,HouseMart_2000,49816903111
1/4/2015,18:30:49,4485397061568650,349,Visa,20-Jun,203,Kalid,H,Hernández,46368,219-406-5917,HouseMart_1115,49822877971
1/4/2015,18:31:24,4716767714815410,372,Visa,16-Mar,22,Alide,S,Bermúdez,30303,678-304-1231,HouseMart_2191,49849618563
1/4/2015,18:34:43,5557101577910690,66,MasterCard,20-Feb,781,Audrey,A,Wells,77006,936-627-3169,HouseMart_0037,49953273604
1/4/2015,18:38:02,4485886839394690,473,Visa,16-Dec,265,Phillipp,F,Möller,21215,410-578-7279,ALDI_0014,50024411274
1/4/2015,18:40:01,4485638467340510,786,Visa,20-Jul,386,Sara,R,Baer,64106,816-292-9084,HouseMart_1115,50069522186
1/4/2015,18:41:21,4539143681451400,505,Visa,16-Sep,600,Calvin,G,Battles,55414,651-785-3169,BOFAATM_SE1441,50098446668
1/4/2015,18:42:38,5280383312472310,311,MasterCard,19-Jul,22,Andrew,L,Allums,2199,781-977-8707,AMZN_A123,50128178113
1/4/2015,18:43:56,5259228477413860,60,MasterCard,19-Aug,230,Baldwin,C,Verdugo,93510,661-269-6782,VerizonWireless.com,50138880265
1/4/2015,18:44:40,4539557530286960,1000,Visa,19-Feb,543,Petra,K,Peters,49503,616-481-4137,PAYPAL-R15,50149869233
1/4/2015,18:47:59,4916410091189110,993,Visa,18-Aug,403,Katie,M,Ehrhart,77429,281-758-3384,HouseMart_2191,50151496168
1/4/2015,18:53:49,4539438377437850,421,Visa,16-Dec,878,Leonie,K,Weber,93901,831-580-4438,HouseMart_1115,50157981896
1/2/2015,22:15:18,5116381921626980,369,MasterCard,17-Mar,894,Pelagia,P,Reyna,80112,303-591-3274,westernunion.com,18422450713
1/4/2015,18:55:18,4556915959162030,805,Visa,18-Apr,67,Constance,A,Alba,2048,774-353-4032,HouseMart_0037,50161202168
1/4/2015,18:58:25,4916327619536060,288,Visa,20-Nov,499,Ines,M,Nacht,30303,770-397-1270,HouseMart_1115,50236155939
1/4/2015,19:02:37,4929708923011940,459,Visa,17-Oct,6,Julia,P,Kohl,12550,845-863-6892,AMZN_F01,50272687107
1/4/2015,19:03:01,4916023316338530,936,Visa,18-Jan,610,Rodney,N,Calvillo,75410,903-765-9226,HouseMart_1115,50300576141
1/4/2015,19:09:56,5541624970157090,701,MasterCard,18-May,448,Laura,P,Muller,42701,270-590-1520,WalmartValpo,50319815046
1/4/2015,19:17:15,4929369254474470,26,Visa,17-Aug,341,John,M,Kramer,43081,614-882-0455,WalmartMerrill,50393581922
1/4/2015,19:24:34,5430865479817380,32,MasterCard,16-Apr,504,Selva,M,Cantú,56283,507-640-2790,HouseMart_1115,50431466325
1/4/2015,08:04:13,5260789257651360,369,MasterCard,20-Mar,221,Bobby,M,Lowe,52803,563-884-4794,CountryInnSuites0123,43515618480
1/4/2015,19:31:53,5241232519758880,648,MasterCard,16-Feb,454,Paul,K,Smith,10994,914-406-2513,WalmartValpo,50471382736
1/4/2015,19:34:41,5278863228003000,498,MasterCard,17-Mar,56,Maria,E,Nitz,62425,618-754-0350,BestBuyOnline,50512651819
1/4/2015,19:39:12,5230961772833410,311,MasterCard,16-Feb,771,Birgit,T,Biermann,13202,315-693-7028,WalmartValpo,50522656205
1/4/2015,19:44:25,4485650738141870,719,Visa,18-Oct,848,Anja,J,Baier,78204,830-488-6451,HouseMart_1115,50550946775
1/4/2015,19:45:25,5278958577633330,218,MasterCard,20-Apr,762,Sandra,D,Hagen,85253,480-991-9172,SarasGifts,50605236118
1/4/2015,19:46:31,4485757814121420,481,Visa,20-Jan,671,Vanessa,E,Bach,95204,209-975-8445,AMZN_A123,50621936398
1/4/2015,19:53:37,4539354900452410,561,Visa,17-Jun,333,Karolin,S,Müller,32749,352-319-0241,HouseMart_1115,50625662879
1/4/2015,19:53:50,5202138376580840,690,MasterCard,16-Sep,19,Mario,M,Wannemaker,18706,570-267-1407,BOFAATM_NE4443,50655098149
1/4/2015,20:01:09,4916601150997400,157,Visa,19-Dec,954,Bernd,J,Ziegler,49801,906-367-0607,HouseMart_2191,50679527586
1/4/2015,20:07:25,4916323344953100,501,Visa,17-Oct,303,Larry,R,Durham,52162,563-864-8156,HouseMart_1115,50721997868
1/4/2015,20:08:20,4485262699204700,2000,Visa,19-Apr,33,Maximilian,J,Fruehauf,14489,315-946-1795,BOFAATM_NW2301,50741403173
1/4/2015,20:08:20,5273709128509840,177,MasterCard,18-Dec,168,Veredigna,M,Aguilar,45133,937-840-4535,PAYPAL-R15,50743288210
1/5/2015,00:15:37,5316182162757210,373,MasterCard,19-Sep,525,Paul,H,Smith,44903,740-627-8674,bitsource.com,53188537103
1/4/2015,20:08:28,5534660369759160,554,MasterCard,18-Aug,621,Wilma,J,Esquibel,18018,484-884-6766,WalmartValpo,50811763774
1/4/2015,20:08:40,5279453310958360,330,MasterCard,20-Nov,877,Maria,R,Fears,2199,617-415-3880,M&MCarRepair,50828909487
1/4/2015,20:09:35,5310885883501070,824,MasterCard,17-Dec,402,David,E,Lampe,60451,815-462-3471,HouseMart_2191,50889068250
1/4/2015,20:10:42,4485254827407110,577,Visa,17-Feb,671,Clidia,D,Saenz,27203,910-468-2721,HouseMart_2191,50890390180
1/4/2015,20:10:42,5270174873743930,729,MasterCard,19-May,183,Bertrán,M,Guardado,94538,510-354-3372,M&MCarRepair,50917797081
1/4/2015,20:11:49,5459613359470830,308,MasterCard,17-May,605,Charles,A,Whiting,90067,310-286-3566,ALDI_012A,50943973623
1/4/2015,20:12:01,4716541313171490,963,Visa,17-Sep,753,Martha,N,Creswell,89008,775-726-7553,HouseMart_1115,50946817072
1/4/2015,20:12:56,5115592752885460,308,MasterCard,16-Mar,507,Chabela,F,Montalvo,54880,715-862-8736,AMZN_F01,50948231984
1/4/2015,20:14:03,4539920034310800,105,Visa,17-Jan,854,Salvator,I,Abrego,53051,262-251-7057,WalmartValpo,50961946280
1/4/2015,20:15:10,5278956603649030,236,MasterCard,20-May,910,Melissa,J,Anderson,35211,256-318-0661,WalmartMerrill,50969008036
1/4/2015,20:16:17,5348400622947430,658,MasterCard,20-Aug,5,Mathias,S,Hueber,74873,405-598-0901,HouseMart_2191,51128878427
1/4/2015,20:17:24,4556543924148060,967,Visa,18-Jul,175,Sara,P,Koertig,7304,201-200-2943,Goodwill,51138376572
1/4/2015,20:18:31,4539016572425130,34,Visa,18-Jan,394,Julio César,S,Abeyta,60606,312-917-4409,BOFAATM_NW2301,51161100477
1/4/2015,20:19:38,4929156465919940,452,Visa,18-Jul,852,Michael,J,Henderson,40078,859-375-5670,WalmartMerrill,51174087684
1/4/2015,20:20:46,4916045184672530,399,Visa,20-Jun,227,Crescencio,I,Maestas,27801,252-205-2969,HouseMart_2191,51190078847
1/4/2015,20:21:13,4916578135622330,315,Visa,19-Mar,399,Monika,D,Richter,30662,706-245-6455,HouseMart_1115,51194547318
1/4/2015,20:24:03,4485325328417290,451,Visa,20-Mar,977,Leon,S,Theiss,56536,218-494-2635,HouseMart_2191,51230060212
1/8/2015,20:18:31,5490090424918560,374,MasterCard,16-Sep,479,Heike,M,Naumann,72461,870-522-2359,BestBuyOnline,1.05107E+11
1/4/2015,20:27:20,4485552605953270,256,Visa,16-Oct,233,Ruth,J,Reeves,97205,503-552-9492,HouseMart_2191,51281239952
1/4/2015,20:30:38,4929422093035780,456,Visa,16-Nov,665,Derek,P,Hertzog,53063,920-726-6410,WalmartMerrill,51282439888
1/4/2015,20:33:55,4929925296434290,381,Visa,17-Jan,822,Ralph,C,Durr,27834,252-312-7722,AMZN_F01,51284942942
1/4/2015,20:37:13,5366535327272870,251,MasterCard,19-Jan,928,Laszlo,A,Velez,23707,757-536-1317,AMZN_A123,51317539526
1/4/2015,20:40:30,4532594222259940,289,Visa,20-Aug,213,Nancy,J,Hirth,75604,903-446-0378,HouseMart_1115,51329586074
1/4/2015,20:43:48,4716286947230030,504,Visa,19-Aug,609,Robert,L,Manzo,35209,205-940-4360,PAYPAL-R15,51380075086
1/4/2015,20:44:13,4485003267184120,387,Visa,19-Feb,120,Beverly,B,McCollough,97205,724-241-1950,HouseMart_1115,51397465617
1/4/2015,20:47:05,4532473461766330,837,Visa,17-Jul,391,Sherrie,D,Jones,20005,202-587-8049,HouseMart_1115,51410985839
1/4/2015,20:54:34,5274439140203910,229,MasterCard,16-Mar,426,Nena,G,Harvey,39337,662-779-7413,AMZN_A123,51446447954
1/8/2015,06:25:14,5546223063379110,375,MasterCard,20-Jan,541,Sandra,S,Darrington,78741,512-247-4257,Penny_Car_Rental_23,93086686927
1/4/2015,21:02:02,5482779439844330,406,MasterCard,18-May,841,Galilah,O,Atencio,87031,505-869-3042,BOFAATM_SE1441,51457776476
1/4/2015,21:13:41,5394441175584090,245,MasterCard,17-May,8,Sophie,A,Weisz,28301,910-609-7198,ALDI_0014,51476988910
1/4/2015,21:21:01,4485654038130070,468,Visa,19-Jan,500,Barbara,J,Butcher,98491,253-315-6869,HouseMart_1115,51571877077
1/4/2015,21:25:20,4485108749592650,225,Visa,16-Feb,184,Susan,C,Green,45801,419-221-2817,HouseMart_2000,51573010715
1/4/2015,21:37:00,4532500973031740,627,Visa,20-May,164,Dorcas,A,Collado,70118,504-862-6777,HouseMart_1115,51608045128
1/4/2015,21:39:12,5259216223479710,611,MasterCard,16-Oct,970,Leneo,A,Briones,39201,662-490-4379,VerizonWireless.com,51637778454
1/4/2015,21:39:30,5278223644160790,962,MasterCard,16-Feb,796,Dennis,N,Luft,90071,213-614-5887,PAYPAL-R15,51711062644
1/4/2015,21:48:39,4916836268119970,859,Visa,19-Mar,431,Joanna,W,Gregory,33901,239-333-5701,Town&Coun,51749120392
1/4/2015,21:57:21,5272589800038660,901,MasterCard,17-Jun,411,Walter,M,Kelley,29210,803-772-3865,BestBuyOnline,51749232980
1/4/2015,22:00:18,5155351653116900,783,MasterCard,17-Jun,718,Inacayal,R,Fonseca,48092,586-574-6994,Menards016,51765279650
1/4/2015,22:10:20,4916408194812070,653,Visa,16-Jun,916,William,A,Butler,4622,207-276-7284,HouseMart_1115,51776006221
1/4/2015,22:10:21,4539322081856500,285,Visa,19-Apr,879,Ulrike,P,Kalb,11530,631-926-9685,HouseMart_1115,51793315059
1/4/2015,22:10:22,4716897603008150,771,Visa,20-Aug,997,Liora,E,Zúñiga,60062,708-533-5201,HouseMart_1115,51796937202
1/4/2015,22:10:23,4716620481469320,98,Visa,16-Feb,114,Nisim,M,Alcantar,15212,412-226-7203,HouseMart_1115,51818747243
1/4/2015,22:10:24,4485558634952580,604,Visa,20-Apr,747,Phillipp,K,Shuster,64106,816-760-5559,HouseMart_1115,51829357133
1/4/2015,22:10:25,4916088724684130,668,Visa,20-Feb,543,Diana,T,Eiffel,78205,214-201-7640,HouseMart_1115,51852244285
1/4/2015,22:10:26,4485641797813700,51,Visa,19-Dec,598,Swen,C,Hahn,78741,512-879-1058,HouseMart_1115,51881954290
1/4/2015,22:10:27,4485473938545840,424,Visa,17-May,431,Salomé,N,Solórzano,96950,670-256-5584,HouseMart_1115,51892108441
1/4/2015,22:10:28,4485621804406190,301,Visa,19-Jun,692,Sarah,K,Berg,60191,708-253-4010,HouseMart_1115,51901660844
1/4/2015,22:10:29,4539441932643940,665,Visa,19-Aug,569,Florian,J,Ackermann,95662,916-987-1685,HouseMart_1115,51948584301
1/4/2015,22:10:30,4916170290861490,492,Visa,16-Dec,667,Uwe,Y,Möller,15201,412-534-7656,HouseMart_1115,51962801835
1/4/2015,22:11:57,4556224891993700,322,Visa,16-Oct,898,Sheryl,C,Pedersen,89109,702-784-5383,WalmartValpo,52009557289
1/4/2015,22:17:37,5343089812128830,381,MasterCard,20-Jun,706,Magno,M,Díaz,98295,360-599-9668,HouseMart_2191,52021520712
1/4/2015,22:20:36,5273454754917160,205,MasterCard,17-Apr,760,Peter,R,Williams,48075,734-907-0962,RedSeatFurnit,52029734944
1/4/2015,22:22:23,5275709358125030,685,MasterCard,18-Aug,510,Fernando,C,Burke,88201,505-840-9854,AMZN_A123,52048022168
1/4/2015,22:23:17,5305049082515030,552,MasterCard,16-Feb,772,Randall,M,Berry,93436,805-736-9481,HouseMart_2000,52089063017
1/4/2015,22:28:56,4485274943676890,599,Visa,18-Mar,279,Edith,O,Lozada,90017,323-288-1899,HouseMart_2191,52090599055
1/4/2015,22:28:56,5276400049162430,764,MasterCard,19-Sep,430,Wolfgang,K,Zweig,49221,517-301-6114,PAYPAL-R15,52166148298
1/4/2015,22:34:36,5587341191783460,256,MasterCard,18-Nov,872,Bernard,V,Hutchins,97828,541-426-5848,WalmartValpo,52168685246
1/4/2015,22:40:15,4556576746871170,90,Visa,17-Jul,397,Maximilian,C,Sanabria,43315,419-864-5496,Goodwill,52207501609
1/4/2015,22:45:55,5378238719545680,730,MasterCard,20-Apr,59,Luana,A,Henríquez,73075,405-238-7172,AMZN_A123,52210985032
1/4/2015,22:51:34,4532589863932400,862,Visa,18-Jul,245,Charles,V,Wallace,77060,832-513-8663,HouseMart_1115,52226599377
1/4/2015,22:57:14,5385498192896640,756,MasterCard,19-Jul,246,Martina,T,Cole,14094,716-348-1851,ALDI_0014,52274162019
1/3/2015,10:17:23,5223615252774260,385,MasterCard,16-Jan,32,Agatha,I,Méndez,19406,484-583-1914,HarriotsHotel,27562161402
1/4/2015,23:02:53,4916155110969290,525,Visa,19-Feb,571,Milburga,F,Arana,37403,423-596-8747,HouseMart_2191,52414042963
1/4/2015,23:08:33,4556884799940300,1000,Visa,18-May,861,Martina,D,Schreiber,33868,863-738-9808,HouseMart_0037,52418121759
1/4/2015,23:10:54,4485468866632540,716,Visa,16-Oct,19,Dunstan,R,Rodrígez,32501,850-506-4131,HouseMart_1115,52420315773
1/4/2015,23:14:12,5449243295399420,13,MasterCard,19-Dec,551,Frank,V,Drechsler,19108,484-551-9418,HouseMart_1115,52449534858
1/4/2015,23:15:34,4532269297625530,548,Visa,19-Dec,418,Mia,B,Rojo,44128,216-413-3648,HouseMart_1115,52467091738
1/4/2015,23:19:52,4916018675564510,126,Visa,20-Sep,638,Branco,L,Holguín,91766,310-706-9985,HouseMart_2191,52522723579
1/4/2015,23:25:31,4485662588464460,415,Visa,19-Oct,465,Jocelyn,J,Ibarra,49238,517-447-4704,HouseMart_2191,52527748163
1/4/2015,23:31:11,5361163323930640,546,MasterCard,18-Apr,483,Clarissa,H,Madrid,36265,256-435-9071,HouseMart_2191,52602472106
1/4/2015,23:36:50,4556385759172800,560,Visa,19-Nov,515,Brenda,M,Centeno,63357,636-932-1609,HouseMart_2000,52604220068
1/4/2015,23:42:30,4532602637676140,446,Visa,18-Oct,252,Andreas,N,Achen,27828,252-753-8564,HouseMart_1115,52624982766
1/4/2015,23:42:48,5264845962997630,384,MasterCard,18-Nov,350,Arthur,N,Ferris,55124,952-891-1193,VerizonWireless.com,52631232393
1/3/2015,14:12:12,5162573768870770,385,MasterCard,16-Jun,592,Pulqueria,G,Rivera,49503,269-589-3711,LernerDental_02,40000748318
1/8/2015,14:25:36,5448692698052930,385,MasterCard,18-Mar,270,Lydia,J,Bailey,21157,410-840-6310,westernunion.com,1.00482E+11
1/8/2015,03:06:19,5581473065964930,389,MasterCard,17-Oct,942,Doreen,S,Koch,90245,310-814-4297,BestBuyOnline,89749915064
1/4/2015,23:48:10,4532795468721400,663,Visa,20-Nov,482,Niklas,D,Kuefer,20906,301-460-9139,HouseMart_1115,52711295434
1/4/2015,23:53:49,4556936195811080,666,Visa,18-May,861,Mara,J,Maestas,81146,719-378-1590,HouseMart_0037,52792775478
